RESPNUM,CCGID,TERM,STRATA,ATYPE,AIRLINE,DEST,GATENUM,INTDATE,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3A,Q4A,Q4B,Q4C,Q5,Q5AVG,SAQ,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,Q6K,Q6L,Q6M,Q6N,Q7COM1,Q7COM2,Q7COM3,Q7A1,Q7A2,Q7A3,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8COM1,Q8COM2,Q8COM3,Q9,Q9APOS1,Q9APOS2,Q9APOS3,Q9ANEG1,Q9ANEG2,Q9ANEG3,Q9ANTR1,Q9ANTR2,Q9ANTR3,Q10,Q11,Q11A1,Q11A2,Q11A3,Q12,Q13A,Q13B,Q13_COM,Q13COM1,Q13COM2,Q13COM3,Q14,Q14A,Q14A1,Q14A2,Q14A3,Q15,SFFLAG,COUNTRY,Q17,AGE,Q18,Q19,INC,MAIL,LANG,DESTMARK,DESTINATION,DESTGEO,WEIGHT,Location 1
78,429,1,1,1,12,2,45,3,2,1,8,,,,,1,11,,,,,3,2,2,2,3,4.5,2,4,3,3,4,4,4,3,3,4,4,6,4,6,4,90,,,,,,4,4,6,6,6,6,,,,4,,,,,,,,,,2,,,,,5,5,2,,1,,,2,,,,,1,1,62,5,49.5,1,0,,1,1,3,MINNEAPOLIS,3,1.013018,
79,430,1,1,1,12,2,45,3,2,3,8,,,,,4,11,,,,,9,1,0,0,3,4.5,2,5,3,6,2,2,4,6,6,3,6,4,6,4,4,27,,,,,,4,6,4,4,3,4,,,,5,4,1,3,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,4,2,7,75,2,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
80,431,1,1,1,12,2,45,3,2,2,8,,,,,9,11,,,,,9,1,2,1,2,2,2,3,2,1,4,4,3,3,3,4,5,5,6,4,3,39,,,,,,4,3,5,4,2,4,,,,4,,,,,,,,,,2,,,,,5,4,3,,,,,2,,,,,2,4,21,3,29.5,1,3,125000,1,1,3,MINNEAPOLIS,3,1.013018,
81,432,1,1,1,12,2,45,3,2,3,8,,,,,2,11,,,,,9,2,2,2,2,2,2,4,6,3,4,4,4,6,4,5,3,4,6,6,4,76,,,,,,4,6,4,6,6,4,,,,5,5,,,,,,,,,3,,,,,5,5,5,,,,,2,,,,,2,4,62,3,29.5,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
82,433,1,1,1,12,2,45,3,2,1,8,,,,,12,11,,,,,9,1,0,1,2,2,2,3,3,3,3,3,4,3,3,4,6,4,6,6,3,,,,,,,3,6,4,6,4,3,,,,5,,,,,,,,,,2,,,,,13,3,4,,,,,2,,,,,1,10,62,4,39.5,1,3,125000,1,1,3,MINNEAPOLIS,3,1.013018,
83,434,1,1,1,12,2,45,3,2,2,8,,,,,6,11,,,,,9,2,1,2,3,4.5,2,4,3,3,3,4,3,1,0,4,6,6,6,6,4,6,,,,,,3,6,6,6,3,3,,,,4,,,,,,,,,,2,,,,,24,4,0,,,,,1,,4,,,2,4,62,6,59.5,1,0,,1,1,3,MINNEAPOLIS,3,1.013018,
84,435,1,1,1,12,2,45,3,2,3,8,,,,,2,11,,,,,9,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,5,0,0,0,0,0,,,,5,,,,,,,,,,2,,,,,5,5,0,,,,,2,,,,,2,4,62,7,75,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
85,436,1,1,1,12,2,45,3,0,3,8,,,,,2,11,,,,,9,1,2,1,4,9.5,2,2,2,3,3,3,3,3,0,2,2,3,3,0,3,,,,,,,2,2,3,3,2,1,,,,3,,,,,,,,,,0,,,,,5,4,1,,,,,2,,,,,2,4,62,3,29.5,1,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
86,437,1,1,1,12,2,45,3,2,2,8,,,,,12,11,,,,,9,1,2,1,1,1,2,4,4,4,5,5,5,4,4,5,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,5,5,,,,,,,,,2,,,,,5,5,3,,,,,2,,,,,2,4,62,4,39.5,1,0,,1,1,3,MINNEAPOLIS,3,1.013018,
87,438,1,1,1,12,2,45,3,2,3,8,,,,,4,11,,,,,9,1,2,2,3,4.5,2,5,4,6,2,4,3,3,6,2,6,4,6,3,4,27,,,,,,3,6,4,3,6,4,,,,4,1,,,,,,,,,1,2,6,,,5,4,2,,,,,2,,,,,2,4,2,7,75,1,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
88,439,1,1,1,12,2,45,3,1,2,3,8,,,,3,11,,,,,9,1,2,1,3,4.5,2,3,3,3,5,5,4,3,3,1,0,0,0,0,4,,,,,,,5,0,0,0,0,5,,,,5,,,,,,,,,,2,,,,,11,0,1,,,,,1,,4,,,3,5,0,0,,0,0,,1,1,3,MINNEAPOLIS,3,1.013018,
89,440,1,1,1,12,2,45,3,2,6,8,,,,,1,11,,,,,1,1,0,0,1,1,2,5,4,4,4,4,4,0,4,5,5,5,5,5,5,,,,,,,5,5,5,5,5,5,,,,5,,,,,,,,,,2,,,,,12,5,0,,,,,2,,,,,2,4,62,6,59.5,2,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
90,441,1,1,1,12,2,45,3,2,1,8,,,,,4,11,,,,,9,2,2,1,5,18.5,2,4,4,4,4,4,3,6,6,4,4,5,6,6,4,,,,,,,5,6,6,6,4,4,,,,4,,,,,,,,,,1,4,5,,,5,4,5,,,,,2,,,,,1,1,62,3,29.5,2,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
91,293,3,2,1,24,1,78,2,1,2,8,,,,,3,11,,,,,9,2,1,2,1,1,1,4,6,4,4,4,4,6,4,4,6,6,6,4,4,73,,,,,,3,6,6,6,6,4,,,,4,7,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,6,59.5,1,1,25000,1,1,1,SAN LUIS OBI,1,1.592296,
92,294,3,2,1,24,1,78,2,1,4,8,,,,,3,11,,,,,9,2,1,1,1,1,1,5,4,4,4,4,5,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,4,5,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,5,49.5,1,2,75000,1,1,1,SAN LUIS OBI,1,1.592296,
93,295,3,2,1,24,1,78,2,1,1,8,,,,,3,11,,,,,9,1,2,1,6,36,1,6,4,2,5,5,6,6,6,6,6,6,6,6,5,73,,,,,,5,6,6,6,4,4,,,,5,5,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,3,29.5,1,0,,1,1,1,SAN LUIS OBI,1,1.592296,
94,296,3,2,1,24,1,78,2,1,1,3,8,,,,3,11,,,,,9,2,1,1,3,4.5,1,3,5,4,5,5,5,6,6,6,6,6,6,6,5,75,,,,,,5,6,6,6,4,4,,,,5,5,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,2,21,2,1,25000,1,1,1,SAN LUIS OBI,1,1.592296,
95,297,3,2,1,24,1,78,2,1,6,8,,,,,3,11,,,,,9,2,1,1,2,2,1,5,5,5,5,5,5,6,6,6,6,6,6,6,4,29,30,,,,,2,6,6,6,5,4,,,,3,,,,,,,8,,,2,,,,,11,5,6,,,,,2,,,,,3,3,62,6,59.5,2,2,75000,1,1,1,SAN LUIS OBI,1,1.592296,
96,298,3,2,1,24,1,78,2,1,2,8,,,,,3,11,,,,,9,2,1,1,1,1,1,6,4,6,4,5,2,6,6,4,6,0,3,6,4,77,55,,,,,3,6,6,6,3,5,,,,4,8,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,3,62,5,49.5,2,4,175000,1,1,1,SAN LUIS OBI,1,1.592296,
97,299,3,2,1,24,1,78,2,1,2,8,,,,,3,11,,,,,9,2,2,1,1,1,2,6,3,3,3,3,3,6,6,6,6,6,6,6,3,55,,,,,,4,6,6,6,4,4,5,,,3,,,,,,,,,,2,,,,,11,3,6,,,,,2,,,,,3,4,62,7,75,1,2,75000,1,1,1,SAN LUIS OBI,1,1.592296,
98,300,3,2,1,24,1,78,2,1,4,8,,,,,3,11,,,,,9,2,2,1,1,1,2,4,4,4,4,3,4,3,3,4,3,3,6,6,4,,,,,,,5,4,4,6,5,5,,,,4,,,,,,,,,,2,,,,,11,2,4,,,,,2,,,,,3,5,0,0,,0,0,,1,1,1,SAN LUIS OBI,1,1.592296,
99,301,3,2,1,24,1,78,2,1,1,8,,,,,3,11,,,,,9,2,2,1,1,1,2,4,3,3,2,4,3,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,4,4,,,,4,,,,,,,,,,2,,,,,11,3,5,,,,,0,,,,,3,4,62,4,39.5,1,2,75000,1,1,1,SAN LUIS OBI,1,1.592296,
100,302,3,2,1,24,1,78,2,1,1,8,,,,,3,11,,,,,9,0,1,1,1,1,2,4,4,4,3,4,4,4,4,6,6,6,6,6,4,,,,,,,4,4,4,4,4,4,,,,5,,,,,,,,,,2,,,,,11,3,4,,,,,2,,,,,3,4,62,2,21,1,1,25000,1,1,1,SAN LUIS OBI,1,1.592296,
101,303,2,1,2,16,1,11,3,2,1,8,,,,,4,11,,,,,9,1,2,2,6,36,1,4,6,6,4,3,4,6,6,5,6,4,6,4,4,23,22,,,,,5,6,5,6,6,4,6,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,5,49.5,1,3,125000,1,1,1,"LONG BEACH,",1,0.636476,
102,304,2,1,2,16,1,11,3,2,2,8,,,,,6,11,,,,,9,1,2,2,2,2,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,5,6,6,6,6,6,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,62,5,49.5,1,3,125000,1,1,1,"LONG BEACH,",1,0.636476,
103,305,2,1,2,16,1,11,3,2,2,8,,,,,6,11,,,,,9,1,2,1,3,4.5,1,5,1,6,1,5,6,6,6,6,6,6,6,6,5,20,22,5,,,,5,6,6,6,4,5,,,,5,,,,,,,,,,2,,,,,5,1,5,,5,,,2,,,,,2,3,62,4,39.5,1,4,175000,1,1,1,"LONG BEACH,",1,0.636476,
104,306,2,1,2,16,1,11,3,2,1,8,,,,,1,11,,,,,4,2,2,2,4,9.5,1,5,6,3,4,3,4,6,6,5,6,4,6,6,3,23,20,90,,,,5,6,5,6,4,4,,,,4,,,,,,,,,,2,,,,,8,4,3,,2,,,2,,,,,1,17,62,6,59.5,1,0,,1,1,1,"LONG BEACH,",1,0.636476,
105,307,2,1,2,16,1,11,3,2,3,8,,,,,1,11,,,,,4,2,2,1,3,4.5,1,5,4,6,4,5,4,6,6,4,4,5,4,6,5,50,,,,,,4,6,4,6,5,4,,,,5,,,,,,,,,,2,,,,,1,3,5,,7,,,2,,,,,1,10,62,6,59.5,1,0,,1,1,1,"LONG BEACH,",1,0.636476,
106,308,2,1,2,16,1,11,3,2,2,8,,,,,1,11,,,,,2,2,2,2,5,18.5,2,5,4,3,5,5,5,6,6,5,5,5,5,6,4,6,,,,,,5,5,5,5,5,5,,,,5,6,,,,,,,,,1,5,3,5,,6,5,5,,,,,2,,,,,1,12,62,3,29.5,2,1,25000,1,1,1,"LONG BEACH,",1,0.636476,
107,309,2,1,2,16,1,11,3,2,2,8,,,,,2,11,,,,,9,2,2,2,3,4.5,2,4,3,3,5,5,4,6,6,4,6,4,6,6,4,90,,,,,,5,6,6,6,5,5,,,,5,,,,,,,,,,1,4,6,,,3,5,5,,2,,,2,,,,,2,4,62,4,39.5,2,2,75000,1,1,1,"LONG BEACH,",1,0.636476,
108,310,2,1,2,16,1,11,3,2,2,8,,,,,7,11,,,,,9,1,1,2,5,18.5,2,2,2,0,3,4,3,3,3,4,5,6,0,0,3,71,74,39,,,,0,0,0,0,0,0,,,,0,,,,,,,,,,0,,,,,12,0,0,,,,,0,,,,,0,5,0,0,,0,0,,1,1,1,"LONG BEACH,",1,0.636476,
109,311,2,1,2,16,1,11,3,2,3,8,,,,,2,11,,,,,9,2,2,2,1,1,2,5,6,6,3,5,3,6,6,3,6,6,6,6,4,50,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,5,3,4,,,,,2,,,,,2,3,62,2,21,2,2,75000,1,1,1,"LONG BEACH,",1,0.636476,
110,312,2,1,2,16,1,11,3,2,2,8,,,,,2,11,,,,,9,2,2,1,1,1,2,3,3,3,3,4,3,3,3,3,3,6,6,6,4,,,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,5,4,2,,4,,,2,,,,,2,3,62,3,29.5,1,3,125000,1,1,1,"LONG BEACH,",1,0.636476,
111,313,2,1,2,16,1,11,3,2,2,3,8,,,,5,11,,,,,9,2,1,1,2,2,2,4,4,3,3,4,4,3,3,4,6,6,6,6,4,50,,,,,,4,6,6,6,4,3,,,,5,2,,,,,,,,,2,,,,,5,5,3,,,,,2,,,,,2,3,62,2,21,1,1,25000,1,1,1,"LONG BEACH,",1,0.636476,
112,314,2,1,2,16,1,11,3,2,1,8,,,,,5,11,,,,,9,2,2,2,5,18.5,2,3,2,2,4,5,4,3,3,3,3,3,3,3,3,,,,,,,4,3,3,3,3,3,,,,4,,,,,,,,,,2,,,,,5,5,5,,,,,0,,,,,1,1,62,4,39.5,1,3,125000,1,1,1,"LONG BEACH,",1,0.636476,
113,315,2,1,2,16,1,11,3,2,2,8,,,,,1,11,,,,,3,2,2,1,3,4.5,2,6,3,3,3,3,5,6,6,3,1,2,1,6,3,,,,,,,4,6,6,6,3,4,,,,4,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,2,4,62,3,29.5,2,2,75000,1,1,1,"LONG BEACH,",1,0.636476,
114,316,2,1,2,16,1,11,3,2,1,8,,,,,12,11,,,,,9,2,2,2,4,9.5,2,4,3,3,4,3,4,3,3,4,5,4,3,6,4,3,40,,,,,5,4,4,4,4,4,,,,5,,,,,,,,,,1,4,,,,7,4,4,,,,,2,,,,,1,5,0,4,39.5,1,0,,1,1,1,"LONG BEACH,",1,0.636476,
115,317,2,1,2,16,1,11,3,2,2,8,,,,,7,11,,,,,9,1,1,2,1,1,2,5,3,3,5,5,5,5,5,4,4,5,4,5,4,,,,,,,5,5,5,5,5,5,,,,5,,,,,,,,,,2,,,,,9,5,5,,,,,2,,,,,2,3,62,5,49.5,2,4,175000,1,1,1,"LONG BEACH,",1,0.636476,
116,318,2,1,2,16,1,11,3,2,8,,,,,,2,11,,,,,9,1,2,1,3,4.5,2,3,3,3,4,4,3,3,3,6,6,6,6,6,3,,,,,,,5,6,6,6,4,5,,,,3,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,3,62,7,75,2,0,,1,1,1,"LONG BEACH,",1,0.636476,
117,319,2,1,2,16,1,11,3,2,2,8,,,,,7,11,,,,,9,1,2,2,4,9.5,2,4,4,3,5,5,5,5,5,5,6,5,5,6,6,,,,,,,5,5,5,6,5,5,,,,4,,,,,,,,,,2,,,,,5,4,5,,,,,2,,,,,2,4,63,2,21,1,2,75000,1,1,1,"LONG BEACH,",1,0.636476,
118,320,2,1,2,16,1,11,3,2,1,8,,,,,5,11,,,,,9,1,2,2,3,4.5,2,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,,,,5,5,6,6,5,5,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,5,49.5,2,2,75000,1,1,1,"LONG BEACH,",1,0.636476,
119,321,1,1,1,12,2,45,3,2,2,8,,,,,2,11,,,,,9,1,1,1,2,2,1,5,4,4,4,5,1,6,6,6,6,6,6,6,4,76,90,29,,,,0,6,6,6,5,2,,,,4,,,,,,,,,,2,,,,,7,4,1,,,,,1,,5,,,1,13,62,6,59.5,1,2,75000,1,1,4,ATLANTA,2,1.013018,
120,322,1,1,1,12,2,45,3,2,3,8,,,,,7,11,,,,,9,1,2,2,1,1,1,4,6,6,4,5,5,6,6,4,6,6,6,6,4,,,,,,,4,6,6,6,6,4,12,,,5,,,,,,,,,,2,,,,,5,5,3,,1,,,2,,,,,2,4,62,5,49.5,1,2,75000,1,1,4,ATLANTA,2,1.013018,
121,323,1,1,1,12,2,45,3,2,2,8,,,,,2,11,,,,,9,1,2,1,1,1,1,6,4,6,5,5,4,6,6,5,4,6,6,5,4,77,,,,,,4,6,6,5,4,5,,,,5,,,,,,,,,,2,,,,,8,5,4,,,,,2,,,,,2,4,60,4,39.5,2,2,75000,1,1,4,ATLANTA,2,1.013018,
122,324,1,1,1,12,2,45,3,2,1,8,,,,,4,11,,,,,9,1,1,1,2,2,1,6,6,4,5,6,4,6,6,6,6,6,6,6,2,90,91,98,,,,4,6,6,6,4,3,,,,4,,,,,,,,,,2,,,,,5,5,2,,,,,2,,,,,2,4,62,6,59.5,1,0,,1,1,4,ATLANTA,2,1.013018,
123,325,1,1,1,12,2,45,3,2,2,8,,,,,4,11,,,,,9,1,1,1,1,1,1,4,4,3,5,4,5,6,6,5,6,5,6,4,5,2,7,,,,,5,6,5,5,4,5,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,27,6,59.5,2,1,25000,1,1,4,ATLANTA,2,1.013018,
124,326,1,1,1,12,2,45,3,1,1,8,,,,,3,11,,,,,9,2,2,1,1,1,1,5,5,6,2,5,5,6,1,0,0,0,0,0,0,55,,,,,,4,6,5,6,5,6,,,,5,,,,,,,,,,2,,,,,11,3,5,,7,,,2,,,,,3,3,62,3,29.5,1,2,75000,1,1,4,ATLANTA,2,1.013018,
125,327,1,1,1,12,2,45,3,2,1,8,,,,,4,11,,,,,9,2,1,1,3,4.5,1,3,3,3,4,5,5,6,6,3,6,6,6,6,4,73,70,71,,,,5,6,5,6,4,4,12,,,4,,,,,,,,,,2,,,,,7,5,3,,9,,,2,,,,,1,13,62,3,29.5,2,0,,1,1,4,ATLANTA,2,1.013018,
126,329,1,1,1,12,2,45,3,2,2,8,,,,,12,11,,,,,9,1,2,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,40,,,,,,4,4,4,4,4,4,,,,5,1,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,12,62,3,29.5,1,3,125000,1,1,4,ATLANTA,2,1.013018,
127,330,1,1,1,12,2,45,3,2,1,8,,,,,9,11,,,,,9,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,6,5,6,4,4,,,,,,,5,6,5,4,6,5,,,,5,,,,,,,,,,2,,,,,7,5,5,,3,,,2,,,,,2,4,62,6,59.5,2,4,175000,1,1,4,ATLANTA,2,1.013018,
128,331,1,1,1,12,2,45,3,2,3,8,,,,,6,11,,,,,9,1,1,1,3,4.5,2,5,3,3,3,3,3,2,2,4,3,0,3,3,3,53,,,,,,4,0,0,0,4,4,,,,5,4,3,,,,,,,,2,,,,,5,4,3,,,,,1,,3,,,1,1,62,3,29.5,2,2,75000,1,1,4,ATLANTA,2,1.013018,
129,332,1,1,1,12,2,45,3,2,5,8,,,,,6,11,,,,,9,0,0,1,3,4.5,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,,,,,,,4,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,8,4,4,,,,,2,,,,,1,17,62,7,75,1,0,,1,1,4,ATLANTA,2,1.013018,
130,333,1,1,1,12,2,45,3,2,2,8,,,,,2,11,,,,,9,1,2,1,1,1,2,3,3,3,3,3,3,6,2,4,2,6,6,6,3,,,,,,,3,6,6,6,4,3,,,,3,,,,,,,,,,2,,,,,6,3,2,,,,,2,,,,,4,3,62,3,29.5,1,2,75000,1,1,4,ATLANTA,2,1.013018,
131,335,1,1,1,12,2,45,3,2,2,8,,,,,7,11,,,,,9,1,1,1,1,1,2,3,3,3,4,4,4,4,4,6,6,6,6,6,4,24,,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,60,4,39.5,1,1,25000,1,1,4,ATLANTA,2,1.013018,
132,334,1,1,1,12,2,45,3,2,2,8,,,,,5,11,,,,,9,1,2,1,1,1,2,3,2,0,3,4,3,3,3,6,6,6,6,6,3,20,,,,,,3,6,3,6,3,6,,,,4,,,,,,,,,,2,,,,,5,3,0,,,,,0,,,,,0,5,0,0,,0,0,,1,1,4,ATLANTA,2,1.013018,
133,335,1,1,1,12,2,45,3,2,2,8,,,,,4,11,,,,,9,1,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,0,0,0,5,,,,,,,5,0,0,0,5,5,,,,3,,,,,,,,,,2,,,,,5,5,1,,,,,2,,,,,2,4,27,3,29.5,2,0,,1,1,4,ATLANTA,2,1.013018,
134,336,1,1,1,12,2,45,3,2,2,8,,,,,4,11,,,,,9,1,2,1,1,1,2,3,2,2,3,3,3,3,3,4,4,4,4,4,3,,,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,5,5,2,,1,,,2,,,,,2,4,27,3,29.5,2,1,25000,1,1,4,ATLANTA,2,1.013018,
135,337,1,1,1,12,2,45,3,2,2,8,,,,,6,11,,,,,9,1,1,1,2,2,2,1,2,2,4,4,4,4,4,5,5,5,5,5,2,,,,,,,3,3,3,3,3,3,,,,3,,,,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,4,60,3,29.5,1,1,25000,1,1,4,ATLANTA,2,1.013018,
136,338,1,1,1,12,2,45,3,1,2,8,,,,,3,11,,,,,9,1,2,1,1,1,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,7,,,,,,3,3,3,3,3,2,,,,3,,,,,,,,,,2,,,,,11,4,1,,1,,,1,,5,,,3,4,27,3,29.5,2,2,75000,1,1,4,ATLANTA,2,1.013018,
137,357,2,2,1,28,3,94,2,2,2,8,,,,,7,11,,,,,9,1,2,3,1,1,1,6,6,6,5,5,5,6,6,6,6,6,6,6,3,,,,,,,5,6,6,6,6,6,,,,5,1,,,,,,,,,2,,,,,5,6,5,,,,,2,,,,,2,4,21,7,75,2,0,,1,1,4,FRANKFURT,6,0.636476,
138,358,2,2,1,28,3,94,2,2,1,8,,,,,4,11,,,,,9,1,2,2,1,1,2,4,4,4,4,4,4,3,3,4,4,4,3,3,4,29,54,30,,,,3,6,6,6,6,1,,,,4,,,,,,,,,,2,,,,,5,4,4,,,,,2,,,,,0,4,24,3,29.5,2,1,25000,1,1,4,FRANKFURT,6,0.636476,
139,359,2,2,1,28,3,94,2,1,11,8,,,,,3,11,,,,,9,2,1,2,1,1,1,6,6,6,5,5,5,6,6,6,6,6,6,6,5,,,,,,,5,0,0,0,0,6,,,,5,5,,,,,,,,,2,,,,,11,6,5,,,,,2,,,,,3,4,62,5,49.5,1,0,,1,1,4,FRANKFURT,6,0.636476,
140,360,2,2,1,28,3,94,2,2,2,8,,,,,7,11,,,,,9,1,2,2,2,2,1,6,6,3,5,5,5,6,6,6,6,6,6,6,5,2,1,,,,,5,6,6,6,6,6,,,,5,5,,,,,,,,,2,,,,,5,6,5,,,,,2,,,,,2,4,21,2,21,2,0,,1,1,4,FRANKFURT,6,0.636476,
141,361,2,2,1,28,3,94,2,1,2,8,,,,,3,11,,,,,9,2,1,1,1,1,2,4,5,4,3,4,5,6,2,6,6,6,6,6,4,95,,,,,,5,6,6,6,5,4,,,,5,5,,,,,,,,,2,,,,,11,4,6,,,,,2,,,,,3,4,62,7,75,2,2,75000,1,1,4,FRANKFURT,6,0.636476,
142,362,2,2,1,28,3,94,2,1,3,8,,,,,3,11,,,,,9,2,2,2,1,1,2,5,6,6,4,5,5,6,6,6,6,6,6,6,5,,,,,,,5,6,6,6,6,4,,,,5,,,,,,,,,,2,,,,,11,6,6,,,,,2,,,,,3,4,62,3,29.5,1,1,25000,1,1,4,FRANKFURT,6,0.636476,
143,363,2,2,1,28,3,94,2,1,2,8,,,,,3,11,,,,,9,2,2,2,0,0,2,3,4,4,3,3,4,3,3,6,6,6,6,6,4,,,,,,,4,6,6,6,6,4,,,,4,,,,,,,,,,2,,,,,11,4,4,,,,,2,,,,,3,4,62,2,21,2,0,,1,1,4,FRANKFURT,6,0.636476,
144,364,2,2,1,28,3,94,2,1,10,8,,,,,3,11,,,,,9,2,2,2,1,1,2,3,5,4,4,5,5,5,5,6,6,6,6,6,4,,,,,,,5,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,3,29.5,1,1,25000,1,1,4,FRANKFURT,6,0.636476,
145,365,2,2,1,28,3,94,2,1,2,8,,,,,3,11,,,,,9,1,1,1,1,1,2,4,4,3,3,4,3,3,3,3,6,4,6,6,4,,,,,,,4,6,4,6,4,4,,,,3,,,,,,,20,,,2,,,,,11,5,0,,,,,1,,6,7,,3,4,50,3,29.5,2,0,,1,1,4,FRANKFURT,6,0.636476,
146,366,2,2,1,28,3,94,2,1,1,8,,,,,3,11,,,,,9,2,2,2,1,1,2,4,6,4,4,4,4,1,6,6,6,5,6,6,4,40,,,,,,4,6,5,6,6,4,,,,5,,,,,,,,,,1,5,4,,,11,4,0,,,,,1,,6,,,3,4,62,5,49.5,1,2,75000,1,1,4,FRANKFURT,6,0.636476,
147,367,2,2,1,28,3,94,2,1,2,8,,,,,3,11,,,,,9,0,3,3,0,0,2,0,0,0,5,6,5,6,6,6,6,6,6,6,5,,,,,,,5,6,6,6,6,5,,,,4,,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,7,75,2,1,25000,1,1,4,FRANKFURT,6,0.636476,
148,368,2,2,1,28,3,94,2,2,3,8,,,,,2,11,,,,,9,1,0,0,3,4.5,2,3,3,2,5,5,5,3,3,3,3,4,4,4,4,2,,,,,,4,3,4,4,4,4,,,,5,,,,,,,,,,2,,,,,1,4,4,,,,,1,,6,,,1,10,62,7,75,1,2,75000,1,1,4,FRANKFURT,6,0.636476,
149,369,2,2,2,35,3,96,2,2,3,8,,,,,2,11,,,,,9,1,2,2,1,1,1,5,6,6,5,5,6,6,6,6,5,6,6,6,5,,,,,,,5,3,6,6,6,5,,,,4,8,,,,,,,,,2,,,,,19,5,5,,,,,2,,,,,4,3,62,5,49.5,2,3,125000,1,1,4,BEIJING,8,0.636476,
150,370,2,2,2,35,3,96,2,1,1,8,,,,,3,11,,,,,9,1,2,1,3,4.5,1,6,3,4,5,4,3,4,4,6,6,6,6,6,4,,,,,,,5,6,6,6,4,4,,,,4,5,,,,,,,,,2,,,,,11,3,4,,,,,2,,,,,3,4,12,5,49.5,1,0,,1,1,4,BEIJING,8,0.636476,
151,371,2,2,2,35,3,96,2,2,3,8,,,,,2,11,,,,,9,1,1,1,1,1,1,3,4,5,5,5,4,3,4,5,3,4,4,6,4,39,71,,,,,4,6,4,6,4,5,,,,4,3,,,,,,,,,2,,,,,6,5,4,,,,,2,,,,,2,4,12,4,39.5,1,1,25000,1,1,4,BEIJING,8,0.636476,
152,372,2,2,2,35,3,96,2,1,2,8,,,,,3,11,,,,,9,2,2,1,1,1,1,5,0,4,2,5,5,6,6,6,6,6,6,6,5,51,20,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,11,6,5,,,,,2,,,,,3,3,62,7,75,1,1,25000,1,1,4,BEIJING,8,0.636476,
153,373,2,2,2,35,3,96,2,2,2,8,,,,,1,11,,,,,3,1,1,1,1,1,1,6,4,4,4,5,5,6,6,5,5,6,5,6,5,5,,,,,,5,6,6,6,5,5,,,,5,1,,,,,,,,,1,5,4,5,,16,5,4,,,,,2,,,,,2,3,62,6,59.5,1,0,,1,1,4,BEIJING,8,0.636476,
